0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,"DIC Building, Mehatpur, Una",126,,,56,,,87,,,71,,
,Vashisht,Vashisht,34,,,16,,,89,,,35,,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",90,,,90,,,205,,,149,,
,,"M.A. Stadium, Jewel Chowk",88,,,67,,,220,,,146,,
,,Bari Brahamana Industrial Area,83,,,52,,,195,,,151,,
Jharkhand,Dhanbad,R.O. Dhanbad,24,,,129,,,262,,,171,,
,,"EMTI, Bastacola",26,,,128,,,368,,,256,,
,,"CGM Office, Kusunda",28,,,235,,,349,,,287,,
,Jamshedpur,Bistupur Vehical Testing Centre,65,,,85,,,175,,,131,,
,,Golmuri Vehicle Testing Centre,64,,,77,,,172,,,130,,
,Jharia,M.A.D.A.,29,,,239,,,370,,,295,,
,Ranchi,"Albert Ekka Chowk, Main Road",101,,,133,,,159,,,142,,
,"Saraikela
Kharsawan","RO Building, Adityapur",68,,,72,,,176,,,131,,
,Sindri,BIT / PDIL,25,,,125,,,197,,,158,,
,"West
Singhbhum",Barajamda U.M. Office,64,,,36,,,95,,,77,,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,82,,,22,,,88,,,54,,
,Bangalore,"Graphite India, White Field Road",72,,,45,,,247,,,117,,
,,"AMCO Batteries, Mysore Road",100,,,46,,,171,,,89,,
,,"KHB Industrial Area, Yelahanka",98,,,39,,,197,,,101,,
,,Peenya Industrial Area,89,,,41,,,174,,,102,,
,,Victoria hospital,105,,,35,,,124,,,65,,
,,Yeshwanthpura police station,105,,,43,,,144,,,88,,
,,"Jnanabharathi, Bangalore University",51,,,1,,,48,,,25,,
,,"RV College of Engineering, Mysore Road",72,,,60,,,163,,,112,,
,,"TERI office, Vital Medi healthcare Pvt Ltd",80,,,64,,,186,,,125,,
,Belgaum,Karnataka SPCB Office Building,90,,,17,,,356,,,95,,
,Bidar,KSPCB Office Premises,77,,,32,,,311,,,127,,
,Bijapur,KSPCB Office Premises,77,,,30,,,206,,,94,,
,Chitradurga,KSPCB Office Premises,97,,,23,,,93,,,46,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Devanagere,"Regional Office building, KSPCB",80,,,25,,,143,,,49,,
,,"Mothi Theatre, Gandhi Circle, P.B. Road",80,,,45,,,358,,,161,,
,,"HPF Intakewell, Kumarapattnam",81,,,18,,,99,,,50,,
,Gulburga,Government Hospital,89,,,10,,,133,,,54,,
,Hassan,KSRTC bus stand building,108,,,18,,,57,,,31,,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",106,,,46,,,94,,,69,,
,,"Rani Chennamma Circle, Hubli",108,,,70,,,101,,,89,,
,Karwar,Karwar Port Directors Office,25,,,54,,,121,,,73,,
,Kolar,"KSPCB Office Premises, Kolar",58,,,37,,,133,,,68,,
,Mandya,"KSPCB Building, Bandigowda Badarahe",97,,,34,,,71,,,45,,
,Mangalore,Baikampady Industrial Area,95,,,41,,,114,,,75,,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",104,,,44,,,115,,,55,,
,,KSPCB Bldg. Hebbal Ind. Area,91,,,37,,,66,,,50,,
,Raichur,"KSPCB Office Premises, Raichur",115,,,25,,,318,,,92,,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",87,,,14,,,92,,,36,,
,Timukuru,KSPCB Office Premises,94,,,46,,,184,,,125,,
Kerala,Alappuzha,"District Office, Alissery Road",120,,,27,,,69,,,52,,
,,"DC Mills, Pathirappally",119,,,31,,,84,,,63,,
,Kochi,"Eloor I, FACT, Ambalamughal",120,,,17,,,110,,,46,,
,,Eloor II,119,,,14,,,122,,,57,,
,,Irumpanam,96,,,28,,,92,,,54,,
,,Ernakulum South,96,,,17,,,159,,,49,,
,,VYTTILA,101,,,17,,,138,,,49,,
,,MG Road Bank Ernakulum,108,,,14,,,139,,,50,,
,,KALAMASSERY / CSIR Complex,114,,,10,,,135,,,51,,
,Kollam,"KSPCB, District Office, Kadappakada",120,,,13,,,61,,,39,,
,,KMML Chavara,120,,,18,,,76,,,47,,
,Kottayam,Kottayam,120,,,19,,,122,,,41,,
,,Vadavathoor,120,,,23,,,133,,,59,,
,Kozhikode,Kozhikode City,120,,,15,,,95,,,45,,
,,Nallalam,120,,,18,,,94,,,49,,
,Malapuram,"Kakkanchery, Sijmak oils",119,,,5,,,87,,,32,,
,Palakkad,SEPR Refractories India Ltd.,120,,,24,,,68,,,44,,
,Pathanamthitta,"KSPCB, Makkamkunnu",120,,,26,,,30,,,28,,
,"Thiruvananthap
uram",PRS Hospital/COSMO,108,,,35,,,54,,,48,,
,,SMV School,108,,,39,,,56,,,49,,
,,VELI / HiTech Chackai,99,,,36,,,61,,,51,,
,,PETTAH / Sasthamangalam,108,,,37,,,56,,,49,,
,Thissur,"KSPCB, District Office, Poonkunnam",119,,,42,,,78,,,56,,
,Wayanad,Sulthan Bathery,120,,,21,,,72,,,43,,
"Lakshwade
ep",Kavaratti,Power House Building (Second Floor),35,,,14,,,60,,,33,,
"Madhya
Pradesh",Amlai,HJI,91,,,54,,,124,,,86,,
,,OPM,88,,,51,,,109,,,78,,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",90,,,64,,,544,,,103,,
,,CETP Govindpura,78,,,66,,,224,,,90,,
,,"Nutan Subhash School, T.T. Nagar",88,,,43,,,177,,,54,,
,,"Kolar Thana, Kolar Road, Bhopal",89,,,67,,,307,,,106,,
,,"AKVN Office, Industrial Area Mandideep,
Raisen",89,,,66,,,350,,,110,,
,,"Barkatuallah University, Hoshgabad Road,
Bhopal",86,,,71,,,205,,,92,,
,,"Main Road, Hemu Colony, Bairagarh,
Bhopal",85,,,66,,,224,,,94,,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",100,,,20,,,86,,,64,,
,,"Hindustan Unileaver, Narsinghpur Road,",100,,,17,,,85,,,66,,
,Dewas,EID Perry (I) Limited,87,,,60,,,88,,,77,,
,,Dewas Metal Section,102,,,59,,,85,,,75,,
,,Vikas Nagar,92,,,50,,,90,,,72,,
,Gwalior,Dindayal Nagar,98,,,70,,,311,,,100,,
,,Maharaj Bada,93,,,79,,,345,,,120,,
,Indore,"M.P. Laghu Udyog, Pologround",91,,,42,,,118,,,83,,
,,"Kothari Market, M.G. Road",89,,,41,,,116,,,79,,
,,"Telephone Nagar, 26 A, Kanadia Road",94,,,42,,,108,,,78,,
,Jabalpur,Vijay Nagar,101,,,45,,,220,,,62,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Udaipur Beverage Racchai,99,,,63,,,236,,,86,,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",99,,,41,,,190,,,86,,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",102,,,38,,,187,,,85,,
,Nagda,Chem. D. Labour Club,100,,,44,,,85,,,65,,
,,B C I Labour Club,99,,,42,,,88,,,68,,
,,Grasim Kalyan Kendra,103,,,55,,,103,,,80,,
,Prithampur,"Vikas Bhavan, Sector-2",80,,,59,,,105,,,82,,
,,"RCC Over Head Tank No. 1, Sector-3",83,,,63,,,114,,,88,,
,Sagar,Pt.Deendayal Nagar,100,,,22,,,106,,,69,,
,,"Katra Bazar, Sagar",18,,,60,,,86,,,70,,
,Satna,Sub-divisional Office E/M Light Machniery,98,,,66,,,127,,,86,,
,,"MPPCB,Dharwari GaliNo.5,House No.318",103,,,54,,,101,,,74,,
,Singrauli,Jayant Township,94,,,60,,,202,,,109,,
,,"N.T.P.C., Vidyanagar",91,,,69,,,208,,,110,,
,,Waidhan,97,,,59,,,208,,,107,,
,Ujjain,District Office,85,,,48,,,124,,,89,,
,,Regional Office,88,,,34,,,127,,,62,,
,,Mahakal Temple,94,,,28,,,241,,,70,,
,,Chamunda Mata Chouraha,87,,,47,,,151,,,80,,
"Maharashtr
a",Akola,"LRT Commerce College, Civil Lines, Akola",96,,,67,,,144,,,118,,
,,"MIDC Water Work, Phash-II, MIDC Akola",96,,,86,,,146,,,129,,
,,"College Of Engineering & Tech, Akola",99,,,75,,,159,,,133,,
,Amravati,"Apurva Oil Industries, A-23, MIDC",77,,,53,,,130,,,109,,
,,"Elect. Dept., Govt College Engineering",87,,,49,,,135,,,76,,
,,"Rajkamal Square, Vaneeta Samaj",87,,,86,,,164,,,132,,
,Aurangabad,S.B.E.S. College,93,,,32,,,200,,,87,,
,,Collector Ofiice,100,,,15,,,152,,,79,,
,,"C.A.D.A. Ofiice, Garkheda",99,,,33,,,158,,,82,,
,Badlapur,BIWA Office,75,,,44,,,810,,,159,,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",94,,,63,,,85,,,67,,
,,"Fire Brigade Office, I.G.M. Hospital",94,,,63,,,85,,,69,,
,,"Regional Office, M.P.C. Board, Kalyan",114,,,59,,,83,,,68,,
,Chandrapur,Grampanchat Ghughus,95,,,81,,,517,,,255,,
,,M.I.D.C. Chandrapur,91,,,29,,,370,,,84,,
,,Nagar Parishad,325,,,22,,,208,,,86,,
,,"Gadchandur Gram Panchayat, Rajura",97,,,57,,,387,,,187,,
,,"MIDC, Tadali",96,,,36,,,273,,,110,,
,,"Muncipal Council, Ballarshah",92,,,36,,,589,,,155,,
,"Dombivali/Amb
ernath",Dombivali MIDC Phase-II,80,,,42,,,975,,,176,,
,,Ambernath Municipal Council Office,88,,,72,,,529,,,176,,
,Jalgaon,B. J. Market,103,,,48,,,108,,,77,,
,,Girna water tank,103,,,42,,,101,,,74,,
,,MIDC Jalgaon,104,,,47,,,108,,,80,,
,Jalna,"Bachat Bhawan, Near S P Office",92,,,53,,,192,,,117,,
,,"Krishidhan Seeds Ltd, MIDC Area",94,,,55,,,117,,,85,,
,Kolhapur,"University Campus, Shivaji University",89,,,29,,,85,,,58,,
,,"Ruikar Trust, S.T. Stand",92,,,58,,,163,,,120,,
,,"Mahadwar Road, Near Mahalaxmi Temple",92,,,38,,,136,,,93,,
,Latur,MIDC Water Works,94,,,25,,,167,,,85,,
,,Kshewraj Vidyalaya Shyam nagar,88,,,16,,,278,,,85,,
,,Sidhheshwar Sahakari Bank Ganjgolai,94,,,21,,,181,,,72,,
,Mumbai,"Parel TT, Ambedkar Road",88,,,35,,,742,,,166,,
,,Worli,87,,,50,,,483,,,136,,
,Nagpur,Institution of Engineers,96,,,54,,,154,,,95,,
,,"Govt. Polytechnic College, Sadar",94,,,48,,,149,,,98,,
,,MIDC Office Hingana Road,95,,,54,,,243,,,102,,
,,"MIDC Industrial Area, MIDC Office, Hingna",95,,,3,,,338,,,111,,
,,"Nagpur Coop Building, Maskasath, Itwari",100,,,3,,,406,,,134,,
,,"NEERI Lab, Nehru Marg, Highway No. 7",87,,,3,,,218,,,104,,
,,"MPCB Office Premises, Civil Lines",288,,,37,,,172,,,68,,
,Nanded,Ganesh Nagar,76,,,13,,,34,,,23,,
,,"Mutha Chowk, Vazirabad",78,,,21,,,49,,,40,,
,,"Industrial Area, MIDC, CIDCO",77,,,53,,,71,,,64,,
,Nashik,R.T.O. Colony Tank,91,,,32,,,150,,,80,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"VIP Industrial Area, MIDC Satpura",95,,,24,,,190,,,75,,
,,Nashik Municipal Council Building,94,,,34,,,209,,,93,,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",293,,,19,,,200,,,75,,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",100,,,28,,,325,,,108,,
,,"Dr. D.Y. Patil College, Nerul, TTC",103,,,27,,,603,,,119,,
,,"MPCB Lab, Mhape, TTC",104,,,25,,,206,,,94,,
,,CIDCO Nodal Office Kharghar,103,,,27,,,220,,,90,,
,,"Water Pump House, Panvel, Taloja",103,,,27,,,264,,,110,,
,,"MIDC Collom Facility Building, Taloja",103,,,28,,,241,,,109,,
,"Pimpri-
Chinchwad","Bank of Baroda Builing, Near M.C Builiding",272,,,6,,,271,,,82,,
,Pune,"Maratha Chamber of commerce, Bhosari",93,,,9,,,310,,,107,,
,,State Electricity Board BLDG Nalstop,85,,,24,,,316,,,105,,
,,Swargate Police Chawki,83,,,16,,,234,,,94,,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",100,,,17,,,246,,,70,,
,,Sangli- Miraj Primary school Building,100,,,21,,,179,,,75,,
,,Krishna Valley School,99,,,24,,,170,,,82,,
,Solapur,WIT Campus,96,,,49,,,74,,,63,,
,,Voronoko School / Chitale Clinic,97,,,49,,,73,,,65,,
,Thane,"Maternity Hospital, Dhobighat, Thane East",90,,,47,,,311,,,125,,
,,"Shahu Market,Naupada, Thane West",86,,,21,,,246,,,120,,
,,"Kolshet and Balkum, Thane West",90,,,36,,,248,,,130,,
,Ulhasnagar,Smt. C. H. M. College Campus,80,,,41,,,630,,,126,,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",64,,,41,,,438,,,173,,
Manipur,Imphal,Secretariat Building,104,,,13,,,75,,,29,,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",104,,,83,,,256,,,174,,
,Dawki,"Terrace building, Jaintia Hills District",103,,,12,,,48,,,28,,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",89,,,25,,,59,,,44,,
,Nongstoin,"Office Premises of E.E, PHED",105,,,24,,,49,,,36,,
,Shillong,"Boards Office Permises, Lumpyngngad",105,,,18,,,41,,,30,,
,,State Tuberculosis Hospital,104,,,35,,,108,,,59,,
,,"Forest Rest House, Polo Hills",59,,,22,,,58,,,34,,
,,"41/2 mile, Mylliem Range Office",59,,,19,,,52,,,34,,
,Tura,"PHED, Araimille, West Garo Hills District",106,,,27,,,47,,,38,,
,"Umiam /
Umsning","Umiam Industrial Complex, Ri-Bhoi
District",104,,,71,,,140,,,110,,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",102,,,16,,,152,,,60,,
,,Laipuitlang,98,,,10,,,46,,,23,,
,,Bawngkawn,91,,,15,,,214,,,63,,
,,"Dawrpui Y.M.A, Building, Dawrpui",105,,,25,,,202,,,78,,
,,"Lengpui Airport, Model Veng, Lengpui",104,,,10,,,82,,,34,,
,Champhai,"D.T.O Office Building, Kahrawt veng",103,,,7,,,49,,,20,,
,,"Lalzidinga building, Vengthlang",102,,,12,,,85,,,30,,
,Kolasib,"H. Lalthuama Building, Project Veng",104,,,6,,,56,,,23,,
,,"Synod Bookroom, Building Diakkawn",103,,,8,,,60,,,36,,
,Lunglei,"Thangkhuma Building, Salem Veng",100,,,4,,,72,,,17,,
,,"K.Lalliantluanga, Chanmari I, Lunglei",93,,,6,,,78,,,32,,
Nagaland,Dimapur,Bank Colony,91,,,38,,,224,,,126,,
,,Dhobinala,93,,,63,,,326,,,150,,
,Kohima,Opposite NST Office,95,,,19,,,234,,,80,,
,,Opposite War Cemetery,97,,,58,,,314,,,148,,
Odisha,Angul,Industrial Estate,100,,,54,,,161,,,93,,
,,NALCO Township,99,,,56,,,182,,,96,,
,Balasore,Sahadevkhunta,103,,,62,,,97,,,81,,
,,DIC office,103,,,60,,,96,,,78,,
,,Rasalpur near Balgopalpur I/A,103,,,74,,,114,,,90,,
,Berhampur,Regional Office Orissa SPCB,101,,,34,,,98,,,61,,
,Bhubneshwar,Capital Police Station,86,,,38,,,137,,,102,,
,,IRC Village,77,,,32,,,147,,,88,,
,,Office Premises Bhubaneswar,87,,,36,,,165,,,95,,
,,"Water works, Palasuni, Rasalgarh",71,,,30,,,158,,,71,,
,,"Patrapara, Khandagiri",82,,,48,,,149,,,94,,
,,Chandrashekharpur,95,,,23,,,242,,,96,,
,Cuttack,"Traffic Tower, Badambadi",104,,,54,,,160,,,94,,
,,P.H.D Office Barabati,105,,,48,,,145,,,84,,
,,"R.O. Cuttack Office, Surya Vihar",105,,,45,,,141,,,82,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Jharsuguda,R.O. Building Cox colony,83,,,61,,,111,,,88,,
,,"TRL Colony, M/s. TRL Krosaki Refractories
Ltd. PO: Bhepahar,",55,,,54,,,136,,,91,,
,Kalinga Nagar,Over the Guest House of M/s NINL,73,,,85,,,200,,,134,,
,,RO Office Building,90,,,79,,,257,,,116,,
,,"Maintenance Office of M/s NINL, Duburi",88,,,82,,,208,,,128,,
,Konark,Konark Police Station,84,,,26,,,247,,,94,,
,Paradeep,On roof of PPT Staff Quarter,96,,,32,,,279,,,102,,
,,On roof of PPL Gueest,95,,,36,,,219,,,103,,
,,On roof of STP building IFFCO,99,,,41,,,238,,,112,,
,Puri,Sadar police station,56,,,41,,,141,,,75,,
,,Town Police Station,75,,,42,,,152,,,78,,
,Rayagada,Regional Office Orissa SPCB,104,,,24,,,125,,,55,,
,,"LPS High School, Jaykaypur",105,,,29,,,106,,,61,,
,Rourkela,"Regional Office, ORPB",52,,,81,,,124,,,103,,
,,Kalunga Industrial Estate,35,,,52,,,301,,,211,,
,,"DISIR, Rajgangpur",109,,,29,,,339,,,136,,
,,"IDL Police Out-post, Sonaparbat",95,,,67,,,113,,,81,,
,,"Kuarmunda, Sundergarh",104,,,31,,,133,,,79,,
,,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",34,,,34,,,129,,,90,,
,Sambalpur,"Filter Plant, PHD Office, Modipara",107,,,63,,,110,,,82,,
,Talcher,Coal Field Area,100,,,50,,,169,,,101,,
,,T.T.P.S.Colony,100,,,33,,,200,,,91,,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",95,,,12,,,68,,,35,,
,,"Govt. Tourist Home, Kovilpathu",95,,,24,,,88,,,46,,
,,"M/s Puducherry Power Corporation
Limited, Polagam, T.R. Pattinam,",98,,,25,,,106,,,48,,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",84,,,16,,,73,,,47,,
,,PIPDIC Ind. Estate Mettupalayam,80,,,13,,,75,,,42,,
,,Chamber Of Commerce,91,,,19,,,55,,,33,,
Punjab,Amritsar,R.O. Focal Point,70,,,69,,,511,,,195,,
,,"A-1,Platers",92,,,74,,,455,,,198,,
,,Rasulpur,23,,,52,,,208,,,111,,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",74,,,73,,,236,,,131,,
,Dera Bassi,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",127,,,56,,,221,,,92,,
,,"Winsome Yarns Ltd., Barwala Road",133,,,48,,,197,,,93,,
,Faridkot,Basti Himmatpura,45,,,74,,,192,,,124,,
,Gobindgarh,"Modi Oil and General Mills, Mandi",125,,,69,,,339,,,137,,
,,"Raj Steel Rolling Mills, Mandi",131,,,70,,,330,,,136,,
,,"United Rolling Mills, Mandi Gobindgarh",131,,,75,,,355,,,136,,
,Hoshiarpur,"Govt. Senior Sec. School, Mukandpur,
Nawashahar, Shahid Bhagat Singh Nagar",54,,,31,,,405,,,111,,
,Jalandhar,Municipal Council Tubewell No. 27,26,,,103,,,554,,,278,,
,,Regional Office,25,,,123,,,371,,,264,,
,,"Punjab Maltex , Kapurthala Road",111,,,44,,,353,,,143,,
,,Focal Point,123,,,43,,,513,,,206,,
,Khanna,"Markfed Vanaspati, Khanna",125,,,51,,,317,,,151,,
,,"AS School, Khanna",140,,,40,,,301,,,126,,
,Ludhiana,Bharat Nagar Chowk,134,,,73,,,399,,,157,,
,,"Nahar Spining Mlls, Dholewal Chawk",130,,,61,,,496,,,158,,
,,"Ludhiana Coop. Milk Producer, Ferozpur
Rd",142,,,56,,,387,,,123,,
,,"PPCB Office Building, Vishavkarma Chowk",138,,,78,,,488,,,208,,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,123,,,49,,,181,,,91,,
,,"M/s NFL Guest House,Naya Nangal",123,,,42,,,155,,,90,,
,"Pathankot/Dera
Baba",C-PYTE Building,79,,,3,,,216,,,90,,
,Patiala,"Ceylon Industries, Factory Area, Patiala",59,,,47,,,133,,,101,,
,,"Fire Brigade Station, Bahera Road, Patiala",58,,,66,,,130,,,102,,
,Sangrur,Gurdwara Gangsar Sahib,103,,,55,,,241,,,95,,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,83,,,74,,,202,,,126,,
,,Gaurav Solvex Ltd. MIA,93,,,76,,,374,,,143,,
,,"RIICO Pump House, MIA",82,,,72,,,296,,,132,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Bharatpur,Khadi Gramoday Samiti,101,,,33,,,396,,,188,,
,,RIICO office Building,97,,,23,,,332,,,165,,
,,"RO, Building",103,,,22,,,312,,,137,,
,Bhiwadi,R.O.Building,94,,,73,,,535,,,205,,
,,UIT Guest House,87,,,85,,,505,,,194,,
,,Uttam Strips Ltd,98,,,74,,,513,,,202,,
,Jaipur,Ajmeri Gate,105,,,42,,,405,,,196,,
,,"RJPB Office,Jhalana Doongari",104,,,43,,,319,,,131,,
,,"District Education Officer, Chandpole",105,,,56,,,484,,,210,,
,,"RIICO Office, M.I.A.",105,,,33,,,295,,,128,,
,,"RSPCB, Vidyadhar Nagar",103,,,62,,,477,,,250,,
,,VKIA,104,,,37,,,534,,,271,,
,,"22,Godam, RIICO Office",105,,,52,,,287,,,132,,
,,Mansarovar Nagar Niigam,52,,,52,,,277,,,137,,
,,RIICO Office Sitapura Industrial Area,115,,,37,,,342,,,137,,
,Jodhpur,"DIC Office, Industrial Estate",98,,,27,,,497,,,191,,
,,Sojati Gate,75,,,28,,,423,,,187,,
,,"Basni Industrial Area, RIICO Office",99,,,30,,,840,,,189,,
,,Maha Mandir Police Thane,102,,,19,,,450,,,154,,
,,"Office of Housing Board, Chopasani Road",96,,,38,,,525,,,208,,
,,Shastri Nagar Police Thana,99,,,27,,,728,,,185,,
,,Kudi Mahila Thana,47,,,31,,,470,,,182,,
,,Sangariya Police Choki,48,,,31,,,573,,,212,,
,,SoorsagarThana,48,,,23,,,324,,,111,,
,Kota,"Regional Office, RJPB, Anantpura",99,,,23,,,466,,,165,,
,,Municipal Corporation Building,95,,,17,,,286,,,112,,
,,Samcore Glass Ltd.,93,,,24,,,313,,,128,,
,,FireStation Nagar Nigam Shrinathpuram,67,,,11,,,269,,,112,,
,,"RajasthanTechnical
University,Rawatbhata",67,,,21,,,439,,,130,,
,,"Sewage Treatment Plant, Balita, Kota",68,,,26,,,308,,,136,,
,Udaipur,Ambamata,102,,,18,,,286,,,98,,
,,Town Hall,105,,,24,,,209,,,97,,
,,"Regional Office,MIA",106,,,36,,,394,,,181,,
Sikkim,Chungthang,Chungthang,55,,,11,,,40,,,23,,
,Gangtok,"Metro Point Hospital Complex, Forest
Secretariate Deorali",63,,,22,,,70,,,40,,
,Mangan,Mangan Police Station,61,,,15,,,42,,,28,,
,Namchi,Namchi,60,,,18,,,32,,,24,,
,Pelling,The Pelling Girls Hostel,66,,,6,,,36,,,22,,
,Rangpo,Rangpo Fire Station,90,,,2,,,98,,,53,,
,Ravangla,Ravangla Range Office,63,,,10,,,53,,,23,,
,Singtam,Police Station Building,90,,,22,,,86,,,51,,
Tamilnadu,Chennai,"Govt. High School, Manali",82,,,22,,,94,,,52,,
,,Kathivakkam,90,,,24,,,99,,,48,,
,,Thiruvottiyur,84,,,25,,,92,,,47,,
,,Madras Medical College,94,,,5,,,159,,,42,,
,,"NEERI, CSIR CampusTaramani",91,,,17,,,118,,,48,,
,,Thiruvottiyur Municipal Office,93,,,20,,,185,,,85,,
,,Adiyar,92,,,17,,,119,,,49,,
,,Kilpauk,98,,,27,,,154,,,73,,
,,Thiyagaraya Nagar,84,,,32,,,166,,,81,,
,,Anna Nagar,90,,,15,,,175,,,94,,
,Coimbatore,"Poniarajapuram, On the top of DEL",97,,,12,,,125,,,48,,
,,G.D.Matric Hr.Sec.School,97,,,16,,,144,,,43,,
,,"SIDCO Office, Coimbatore/ Kurichi",96,,,21,,,108,,,56,,
,Cuddalore,Eachangadu Village,100,,,37,,,169,,,48,,
,,SIPCOT (Project Office),97,,,37,,,59,,,46,,
,,"DEE Office, Cuddalore",102,,,46,,,191,,,58,,
,Madurai,Highway (Project -I) Building,94,,,33,,,94,,,53,,
,,Fenner (I) Ltd. Kochadai,94,,,35,,,115,,,68,,
,,Kunnathur Chatram Avvai Girls HS School,97,,,46,,,132,,,80,,
,Mettur,Raman Nagar,108,,,18,,,99,,,36,,
,,SIDCO,107,,,20,,,116,,,48,,
,Salem,Sowdeswari College Building,136,,,41,,,138,,,52,,
,Trichy,Gandhi Market,97,,,66,,,163,,,112,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Main Guard Gate,95,,,79,,,161,,,121,,
,,Bishop Heber College,95,,,11,,,49,,,34,,
,,Golden Rock,96,,,24,,,120,,,42,,
,,Central Bus Stand,96,,,79,,,166,,,122,,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",98,,,38,,,344,,,141,,
,,Raja Agencies,96,,,30,,,487,,,226,,
,,AVM Jewellery Building,100,,,16,,,64,,,30,,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Adilabad",91,,,56,,,74,,,65,,
,Hyderabad,Balanagar,107,,,68,,,245,,,147,,
,,"Tarnaka, NEERI Lab. IICT Campus",92,,,15,,,167,,,78,,
,,"Nacharam, Industrial Estate",88,,,15,,,166,,,75,,
,,ABIDS Circle General Post Office,85,,,16,,,172,,,71,,
,,"Uppal, Modern Foods & Industries IDA",108,,,53,,,222,,,112,,
,,Jublee Hills,107,,,58,,,222,,,127,,
,,Paradise,98,,,47,,,173,,,109,,
,,Charminar,99,,,52,,,221,,,118,,
,,Zoo Park,97,,,15,,,226,,,106,,
,,"Jeedimetla Industrial Estate, Rangareddy
Distt.",107,,,62,,,269,,,132,,
,Karimnagar,"On the terrace of the DIC building,
Karimnagar",89,,,25,,,132,,,72,,
,Khammam,Station Name: CER Club Khamam,78,,,33,,,82,,,57,,
,,Jalasoudha building,95,,,25,,,82,,,53,,
,Kothur,Mehaboobnagar,96,,,14,,,128,,,80,,
,Nalgonda,AP PCB Nalgonda,87,,,46,,,71,,,58,,
,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",84,,,49,,,71,,,62,,
,Nizamabad,"subashnagar,nizamabad dist",86,,,53,,,71,,,62,,
,Patencheru,"Police Station, Medak, Ramachadrapuram",104,,,29,,,104,,,78,,
,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",84,,,16,,,132,,,76,,
,Sangareddy,Pashamylaram/Municipal Office,102,,,17,,,200,,,98,,
,,Regional office Building of SANGAREDDY,94,,,30,,,92,,,64,,
,,"M/s. Mylan Industries, Gaddapothara",97,,,36,,,105,,,74,,
,Warangal,"KUDA Office, Hanumakonda",95,,,33,,,168,,,72,,
,,"Mee-Seva Building ,Municipal Complex",100,,,30,,,97,,,68,,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",69,,,19,,,73,,,47,,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",69,,,43,,,112,,,76,,
"Uttar
Pradesh",Agra,"Regional Office, Bodla",90,,,42,,,452,,,163,,
,,Nunhai,97,,,61,,,656,,,209,,
,,Taj Mahal,232,,,15,,,546,,,176,,
,,DIC Nunhai,83,,,29,,,571,,,227,,
,,Etmad-uddaulah,81,,,23,,,507,,,172,,
,,Rambagh,74,,,17,,,459,,,160,,
