0,1,2,3,4,5,6,7,8,9,10
,,"SIDCO Office, Coimbatore/ Kurichi",14,,,23,,,19,
,Cuddalore,Eachangadu Village,10,,,20,,,17,
,,SIPCOT (Project Office),9,,,22,,,17,
,,"DEE Office, Cuddalore",11,,,51,,,22,
,Madurai,Highway (Project -I) Building,10,,,21,,,15,
,,Fenner (I) Ltd. Kochadai,11,,,23,,,18,
,,Kunnathur Chatram Avvai Girls HS School,9,,,21,,,16,
,Mettur,Raman Nagar,16,,,27,,,21,
,,SIDCO,11,,,74,,,23,
,Salem,Sowdeswari College Building,9,,,47,,,21,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Trichy,Gandhi Market,11,,,23,,,16,
,,Main Guard Gate,11,,,40,,,18,
,,Bishop Heber College,8,,,37,,,15,
,,Golden Rock,8,,,37,,,15,
,,Central Bus Stand,12,,,23,,,18,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",5,,,12,,,8,
,,Raja Agencies,6,,,14,,,10,
,,AVM Jewellery Building,5,,,12,,,9,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",14,,,28,,,24,
,Hyderabad,Balanagar,18,,,62,,,44,
,,"Uppal, Modern Foods & Industries IDA",22,,,63,,,42,
,,Jublee Hills,15,,,60,,,37,
,,Paradise,23,,,68,,,43,
,,Charminar,15,,,59,,,36,
,,Zoo Park,23,,,97,,,49,
,,"Jeedimetla Industrial Estate, Rangareddy Distt.",16,,,70,,,45,
,Karimnagar,"On the terrace of the DIC building, Karimnagar",27,,,74,,,49,
,Khammam,CER Club Khamam,17,,,70,,,45,
,,Jalasoudha building,21,,,59,,,42,
,Kothur,Mehaboobnagar,33,,,74,,,54,
,Nalgonda,AP PCB Nalgonda,14,,,29,,,24,
,,"M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal
(V & M)",14,,,29,,,24,
,Nizamabad,"subashnagar,nizamabad dist",21,,,28,,,25,
,Patencheru,"Police Station, Medak, Ramachadrapuram",14,,,28,,,24,
,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",27,,,70,,,47,
,Sangareddy,Pashamylaram/Municipal Office,13,,,94,,,52,
,,Regional office Building of SANGAREDDY,14,,,28,,,24,
,,"M/s. Mylan Industries, Gaddapothara",14,,,29,,,25,
,Warangal,"KUDA Office, Hanumakonda",23,,,71,,,42,
,,"Mee-Seva Building ,Municipal Complex",24,,,72,,,43,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru Complex,
Gorkhabasti, Kunjaban",5,,,30,,,8,
,,"Bordowali Bipani Bitan, Agartala MC, Bordowali,
Near Nagerjala",5,,,16,,,8,
Uttar Pradesh,Agra,"Regional Office, Bodla",9,,,55,,,17,
,,Nunhai,13,,,59,,,26,
,,Taj Mahal,5,,,70,,,17,
,,DIC Nunhai,5,,,68,,,27,
,,Etmad-uddaulah,6,,,62,,,24,
,,Rambagh,5,,,52,,,20,
,Allahabad,Square crossing circle of Laxmi Talkies,6,,,66,,,22,
,,Bharat Yantra Nigam Ltd,7,,,64,,,21,
,,Alopibagh/Sewage Pumping Stations,32,,,75,,,48,
,,Jhonstonganj/co-operative Bank,21,,,65,,,41,
,,Rambagh/Parag Dairy,28,,,74,,,46,
,Anpara,"Anpara Colony, Sonabhadra",19,,,37,,,26,
,,"Renusagar Colony, Sonabhadra",19,,,29,,,26,
,Baghpat,"Sarvodaya Hospital, Tatiri Merrut, Baghpat Road",10,,,41,,,26,
,,"Weavetex Overseas Hostel, Khekra, Baghpat",11,,,40,,,26,
,Bareily,IVRI Izatnaga,20,,,34,,,28,
,,"Indian oetrol pump, Civil Line",24,,,70,,,46,
,Firozabad,Center for Development of Glass Industry,19,,,40,,,28,
,,Tilak Nagar,19,,,39,,,28,
,,Raza ka Tal,19,,,40,,,28,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",14,,,47,,,27,
,,"Indira Chowk, J.P. Nagar",12,,,50,,,26,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",12,,,83,,,39,
,,Bulandshaar Road Industrial Area,11,,,81,,,35,
,,"Khora Colony, Ghaziabad",15,,,73,,,31,
,,"Vinoba Bhave Park, Lohia Nagar, Ghaziabad",16,,,72,,,31,
,Gorakpur,"M. M.M. Engineering College, Gorakhpur",5,,,32,,,7,
,,"India Glycol Ltd. Gida, Gorakhpur",5,,,56,,,31,
,,"Jalkal, Muncipal Corporation, Golghar",5,,,50,,,15,
,Greater Noida,"Holland Tractor, Greater Noida",11,,,72,,,32,
,,"Honda Power, Greater Noida",11,,,72,,,31,
,Hapur,"Srinagar Colony, Railway Road, Hapur",13,,,34,,,23,
,,"Jindal Pipes Ltd, Hapur",13,,,44,,,24,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Jhansi,Manik Chawk / Jal chauraha,7,,,32,,,17,
,,Veeranga Nagar,6,,,29,,,15,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",34,,,110,,,60,
,,"Chamber Of Commerce Darshanpurwa / Deputy
ka Parao",38,,,157,,,60,
,,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-
5",39,,,116,,,64,
,,"Head Post Office, Govind Nagar / Dabauli /
Shastri NGR",38,,,127,,,62,
,,Jajmau / Awas Vikas,35,,,110,,,50,
,,"I.I.T. Campus, Kanpur",5,,,16,,,10,
,,IIT 12 parameter,5,,,30,,,12,
,,"Dada Nagar, Kanpur",13,,,47,,,33,
,Khurja,Central Glass & Ceramic Research Institute,14,,,60,,,32,
,Lucknow,Mahanagar,23,,,47,,,31,
,,"Chandganj Garden, Aliganj",21,,,45,,,32,
,,"Kapoor Hotel, Hazratganj",24,,,49,,,33,
,,Talkatora,22,,,54,,,34,
,,Aminabad / S.M.K Chowk,23,,,49,,,32,
,,Nagar Nigam,22,,,45,,,31,
,,"Ansal Technical Institute Campus, Ansal API",22,,,42,,,30,
,,Vikas Khand,27,,,80,,,52,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",17,,,30,,,23,
,,"CETP, Industrial Area, Mathura",18,,,33,,,26,
,Moradabad,"Hindu College, Station Road",12,,,75,,,39,
,,"Central Police Hospital, Civil Lines",10,,,61,,,28,
,Muzaffarnagar,"Sahara Parivar Office, Kamal Cinema, Building,
Railway Station Road",13,,,34,,,21,
,,"Lekhpal Bhawan, Tehsil Sadar Campus",13,,,32,,,22,
,Noida,"UP PPCB, E-12/1, Sector - 1",13,,,273,,,68,
,,Gee-Pee Electroplating and Eng. Work,16,,,251,,,71,
,,"Subros, Noida",12,,,61,,,29,
,,"Golf Course, Noida",12,,,67,,,30,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",8,,,16,,,11,
,,Khoya mandi Tiraha Lucknow Road Raebareli,9,,,21,,,16,
,,Amawan Road Ind. Area Raebareli,8,,,17,,,12,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",8,,,31,,,23,
,,"UPCL S.E. Office, Near Clock Tower",20,,,27,,,24,
,Unnao,"H. No. 5, Krishna Nagar",23,,,28,,,25,
,,"IIA Building, Industrial Area, Site 10",25,,,29,,,27,
,Varanasi,"Regional Office, Jawahar Nagar",16,,,55,,,32,
,,Sigra,13,,,51,,,32,
,,Saket Nagar,16,,,46,,,25,
,,Banaras Hindu University,15,,,50,,,25,
,,Chandpur,20,,,66,,,36,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",7,,,29,,,25,
,,"Clock Tower, PWD Guest House",8,,,30,,,27,
,,Himalaya Drug Co. Near ISBT,11,,,30,,,27,
,Haldwani,Govt. Women Hospital,15,,,42,,,26,
,Haridwar,"SIDCUL, Haridwar",8,,,22,,,15,
,Kashipur,"BSNL Office, Kashipur",12,,,49,,,19,
,Rishikesh,Nagar Palika Parishad,7,,,29,,,25,
,Rudrapur,SIDCUL Office,13,,,29,,,19,
West Bengal,Alipurduar,Rabikanta High School,23,,,41,,,36,
,,Jaigaon Police Station,28,,,45,,,36,
,,Birpara Police Station,26,,,47,,,36,
,Amtala,"P Roy Industrial Training Institute, Amtala",39,,,59,,,49,
,Asansol,Asansol Municipal Corporation,23,,,48,,,32,
,,"Kangsabati Spinning Mill, Barjora",24,,,48,,,32,
,,"Burnpur Town Department, Burnpur",23,,,48,,,32,
,Baharampur,Baharampur Municipality,10,,,26,,,17,
,Balurghat,Balurghar College,30,,,42,,,36,
,Bankura,Bankura Municipility,10,,,28,,,16,
,Barasat,"Barasat Municipility, 73 Rishi Bankim Chandra
Road",10,,,31,,,20,
,Bardhaman,"Bardhaman Town, Rajbati",11,,,26,,,16,
,Barrackpore,Barrackpore Municiaplity,9,,,30,,,20,
,,Dum Dum Telephone Exchange,10,,,30,,,18,
,,Khardah Municipality,10,,,31,,,19,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Baruipur,"Bauipur Police Station, Baruipur",45,,,70,,,55,
,Bolpur,Bolpur Municipility,10,,,25,,,15,
,Chinsura,"Chinsura Municipility, Pipulpati Auto Stand",9,,,28,,,18,
,Coochbehar,ABM Seal College,24,,,41,,,36,
,,"Uttarbanga Krishi Visvavidyalaya, Pundibari",28,,,43,,,36,
,Dankuni,"Krishnanagar Municipility, Dankuni",9,,,29,,,17,
,Darjeeling,Bose Institute Campus,29,,,41,,,34,
,Durgapur,"DMC Water Works, Angadpur",16,,,48,,,32,
,,"Kwality Hotel, Bhiringi More, Benachiti",23,,,47,,,32,
,,"Bidhannagar, PCBL Club, Muchipara",11,,,35,,,24,
,,"Dew India Limited, PCBL More, Durgapur",14,,,48,,,31,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus Stand",26,,,47,,,38,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",26,,,55,,,38,
,,"Bhunia Raichak, Driver's Hut, Bhunia",31,,,48,,,38,
,,"Supermarket Building, Durgachak",21,,,70,,,38,
,,WBIIDC Ruchi Soya Ind. Durgachak,22,,,57,,,38,
,Howrah,Howrah Municipal Corporation,24,,,91,,,43,
,,"Naskarpara Pump House, Ghuseri",25,,,96,,,45,
,,"CDS & Health Centre, Bator",31,,,90,,,44,
,,"Howrah Municipality School, Bandhaghat",26,,,99,,,42,
,Jalpaiguri,Raninagar Jalpaigur,29,,,41,,,36,
,Jhargram,Jhargram,23,,,66,,,39,
,Kalimpong,Kalimpong Municipality,29,,,42,,,35,
,Kalyani,"College of Medicine & JNM Hospital, Kalyani
Industrial Area",10,,,30,,,17,
,Kharagpur,"AMD Building, TATA Bearing",33,,,64,,,41,
,Kolkata,"Salt Lake, Rooftop of CK Market",36,,,62,,,47,
,,"KMC office Building, Moulali",42,,,67,,,52,
,,"Minto Park, Inside Park AJC Bose Road",43,,,65,,,51,
,,"Dunlop Bridge, National Sample Survey",41,,,68,,,54,
,,"Behala Chowrasta, Traffic Guard Building",41,,,63,,,50,
,,"Upanagari Sporting Club, Baishnabghata",35,,,66,,,52,
,,RD CPCB,6,,,141,,,37,
,,"Infectious Diseases & BG Hospital, Beliaghata",42,,,69,,,51,
,,"CESC Building, Mandeville Gardens, Gariahat",30,,,58,,,46,
,,"Administrative Building, Hyde Road",46,,,69,,,56,
,,"KMC Drainage, Pumping Station, 9 Mominpur
Road, Mominpur",38,,,62,,,47,
,,Paribesh Bhawan,27,,,68,,,48,
,,"Milan Tirtha Club, Picnic Garden",35,,,70,,,56,
,,"Public Health Engineering Office Building,
Rajarhar",35,,,64,,,51,
,,"Tennis Club Biulding, 45-46 Canal West Road,
Fariapukur, Shyambazar",42,,,63,,,51,
,,"Elite India Rubber Products Pvt.Ltd., Topsia",45,,,67,,,55,
,,"Maniktala Fire Station Building, 17, Bagmari
Lane, Ultadanga",43,,,68,,,54,
,,Tollygunge,37,,,61,,,46,
,Krishnanagar,"Krishnanagar Municipility, TN Thakur Road",10,,,31,,,17,
,Madhyamgram,Madhyamgram Municipality,9,,,37,,,19,
,Malda,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",29,,,42,,,36,
,Medinipur,Vidyasagar University,24,,,48,,,38,
,Purulia,Purulia Municipility,10,,,25,,,15,
,Raigunj,Raigunj College,24,,,42,,,36,
,Rampurhat,Rampurhat Municipility,11,,,28,,,16,
,Ranaghat,"Ranaghat Municipility, 11 school lane",10,,,30,,,17,
,Raniganj,Raniganj Municipality,13,,,48,,,32,
,,"Mangalpur, SKS School Mangalpur",24,,,48,,,32,
,,Jamuria Municipality,13,,,49,,,32,
,Rishra,Rishra Municipility,10,,,30,,,19,
,Sankrail,Bharat Co-op Housing Society,26,,,91,,,42,
,,"Bagan Police Station, Bagan",27,,,93,,,44,
,,Dhulagar Gram Pachayat,27,,,86,,,44,
,,"P Mukherjee's House, Near SBI Amta",25,,,93,,,43,
,Siliguri,Siliguri,27,,,42,,,36,
,Suri,Suri Municipility,11,,,25,,,16,
,Tamluk,"HP Gas Service Station, Maniktala",30,,,48,,,38,
,Tribeni,Tribeni Health Center,10,,,32,,,17,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Uluberia,"ESI hospital nursing building, 3rd floor, Near
Sahib Mandir",20,,,84,,,44,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
"Andhra
Pradesh",Anantapur,Kamala Nagar,30,,,247,,,66,
,,APIIC Zonl office industrial estate,28,,,92,,,60,
,,"D.No.6/5/545, Ram Nagar Colony",25,,,93,,,54,
,Chitoor,GNC Toll Gate Tirumala,9,,,121,,,44,
,,"Near Nutrine Confectionery, Palamaner
Road",25,,,104,,,48,
,,"O/O Mines and Geology, Old Collector
Office, Greamspet",21,,,105,,,41,
,,"Sankar Foundary, Industrial Estate,
Adjacent of DIC Office",25,,,90,,,42,
,,"Rangachari street, Shanthapeta.",20,,,89,,,39,
,Eluru,Ashram Diagnostic Centre,25,,,74,,,61,
,,"M/s Laxmi Propylene Ltd., Plot.No. 25,
Industrial Park, Satrampadu",28,,,72,,,60,
,,"Somalingeswara nilayam D.N.7B-18-5,
Thooru Veedhi, Eastern street,
Paidichintaadu",22,,,70,,,60,
,Guntur,"Near Hindu College, Market Road",34,,,133,,,62,
,,"A.P. Pollution Control Board, D.No.4-5-
4/5C,4/3, Navabharath nagar, Ring Road",25,,,103,,,42,
,Kadapa,"Near ICL Industries, Yerragunta, YSR",25,,,85,,,47,
,,"Devi Diabetes & Hormone Centre, 7 Roads",22,,,79,,,44,
,,"DIC Office,Kadapa",24,,,86,,,53,
,,Rajiv Gandhi Institute of Medical Sciences,16,,,70,,,37,
,,Municipal Primary School,21,,,89,,,49,
,Kakinada,Office Building Ramanayyapeta,12,,,151,,,50,
,,"Gram Panchayathi building, Suryaraopeta",11,,,170,,,54,
,,"MEE Seva / MEPMA Office, Sailipeta",12,,,129,,,48,
,,"Petro Chemical Engineering Block, JNTU ,
Pithapuram Road",12,,,115,,,48,
,Kurnool,"Mourya Inn, Krishna Nagar",18,,,85,,,45,
,,"APIIC Building Industrial estate, Kallur at
IDA Bobbili Growth Center",12,,,121,,,57,
,,Rajvihar Circle,25,,,94,,,69,
,,"Pump House, Venkataramana Colony",14,,,73,,,39,
,Nellore,"Venkatareddy Nagar, Vedayapalem",41,,,72,,,60,
,,"D. No.15-471, James Garden, Venkata
Ramapuram, Nellore, SPSR Nellore District",42,,,75,,,60,
,,Chandramouli nagar,39,,,67,,,54,
,,"Dr.P.V. Rama chandra Reddy Hospital,
Brindavnam",37,,,103,,,54,
,Ongole,Near Court Center,31,,,77,,,51,
,,"APIIC, Administrative Office, Growth
Centre, Gundlapalli",29,,,69,,,48,
,,Ongole Municipal Corporation,29,,,75,,,49,
,,Prakasam Milk Product Compay,28,,,73,,,49,
,"Rajahmundry/
Rajamahendravaram","Staff Clud Building, A.P. Paper Mill",13,,,144,,,61,
,,"GAIL Administrative Office, A.V. Apparao
Road",12,,,141,,,54,
,,"APEPDCL, Circle Office Godavari Gattu",14,,,170,,,60,
,Srikakulam,"SAMKRG Pistons Quarters Bulding, Near
IDA, Pydibhimavaram",21,,,177,,,65,
,,"District cooparative office at SKLM Old
Bridge",24,,,158,,,63,
,,"APIIC, Kushalapuram",22,,,113,,,60,
,,"Muncipal corporation Office, Old Bustand",23,,,149,,,56,
,Tirupati,"Regional Science Centre, Chittoor Bypass",21,,,98,,,37,
,,"Municipal Office, Tilak Road",28,,,95,,,49,
,,"APPCB-Regional Office, 1st Floor, APSFC
Building, NT road",18,,,97,,,37,
,,"Sri Venkateswara Guest House (TTD SV
Rest House), Near APSRTC Bus Stand",27,,,99,,,47,
,Vijaywada,"NTR Veterinary college of sciences,
Gannavaram",39,,,83,,,58,
,,"VR Siddhartha Engineering college ,
Kanuru",31,,,68,,,47,
,,"APIIC, IALA, IDA, Kondaplli",39,,,83,,,60,
,,Benz Circle,38,,,102,,,61,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Autonagar,37,,,90,,,60,
,,Police Control Room,40,,,88,,,59,
,,"A.P. Pollution Control Board, plot no. 41,
Sri Kanakadurga Officers colony,
Gurunank Road",33,,,88,,,54,
,,"Gram Panchayat Office, Yenamalakuduru",32,,,88,,,48,
,,"Indian Medical Association Hall,Eluru
Road, Governorpet",40,,,96,,,58,
,Vishakhapatnam,"Industrial Estate, Marripalem",28,,,172,,,87,
,,"Panchayat Raj office, Mindi",27,,,154,,,76,
,,Police Barracks,23,,,156,,,75,
,,Seethammadhara,21,,,119,,,57,
,,Ganapuram Area,30,,,188,,,91,
,,"Pedagantyada (V), Gajuwada (M)",19,,,180,,,74,
,,"CWMP, RAMKY, Parawada",23,,,196,,,77,
,,MVP Raitu Bajar,21,,,135,,,60,
,Vizianagaram,"Industrial Growth Centre, APIIC Building at
IDA Bobbili",31,,,116,,,65,
,,"APIIC Building, VT Agraharam,Industrial
area",30,,,119,,,63,
,,Muncipal Kaspa High School,29,,,101,,,58,
,,Municipal Office,31,,,109,,,58,
"Assam
Bihar",Bongaigaon,"Oil India Ltd. PS-6, Chirang",33,,,112,,,52,
,,Barpara Office Building,30,,,98,,,47,
,Daranga,"BATAD, Sandoop Jhankar town of Bhutan,
Baska",13,,,76,,,29,
,Dibrugarh,Dibrugarh Office Building,11,,,62,,,26,
,Golaghat,Golaghat Office Building,16,,,92,,,51,
,Guwahati,"Head Office, Bamunimaidam",22,,,329,,,107,
,,"Boragaon, IASST, Kamrup",14,,,184,,,56,
,,"Guwahati University, Kamrup",14,,,165,,,62,
,,"ITI Building, Gopinath Nagar",29,,,279,,,104,
,,"Khanapara, Central Dairy, Kamrup",16,,,256,,,93,
,,"Near Pragjyotish College, Santipur",39,,,307,,,94,
,Margherita,Coal India Office,10,,,63,,,31,
,Nagaon,"Water Resources Div., Christian Patty,
Nagaon College",27,,,197,,,74,
,Nalbari,"PWD Rural Div Office Complex, near
Gordon Boy's GS School",18,,,125,,,54,
,North Lakhimpur,"Bazar Patti, North Lakhimpur Town",13,,,98,,,46,
,Silchar,"Govt. Boys HS School, Janiganj",29,,,58,,,50,
,,"RLO, Ithkola Market, Ghaniwala Road",14,,,46,,,36,
,Sivasagar,Sibasagar Office Building,14,,,81,,,43,
,,"Usha Lodge, near ONGCL Colony",22,,,82,,,54,
,Tezpur,Tezpur Office Building,13,,,124,,,53,
,Tinsukia,"Digboi Carbon factory Campus, Borguri",12,,,86,,,38,
,,"Shreepuria, Borguri",13,,,96,,,42,
,Patna,"Beltron Bhawan, Shastri Nagar",21,,,423,,,150,
,,"Gandhi Maidan, Auto Exhaust Test Centre
(Parivesh Bhawan)",12,,,384,,,142,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",16,,,322,,,110,
,,Sector-17 C,14,,,230,,,84,
,,"Punjab Engineering College, Sector- 12",13,,,221,,,85,
,,"Sector-39, IMTECH",11,,,293,,,93,
,,Kaimbwala Village,11,,,237,,,90,
Chattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",39,,,63,,,55,
,Durg-Bhillainagar,"Visak Hostel, Sector-4",41,,,76,,,59,
,,"R.O., 5/32 Banglow Office Building",36,,,68,,,48,
,,M.P. Laghu Udyog Nigam,37,,,89,,,67,
,,"CSIDC Industrial Growth Center, Borai,
Durg",43,,,84,,,64,
,Korba,"HIG 21,22.Near Ghantaghar, MP
Extension",32,,,91,,,46,
,,"Pragati Nagar NTPC Colony, Jamnipali",31,,,74,,,40,
,,"I.T.I., Rampur",40,,,109,,,53,
,Raigarh,"Regional Office, ECB, Raigarh",25,,,93,,,48,
,,"Jindal Industrial Area,Punjipathra, Raigarh",25,,,89,,,58,
,,OP Jindal School premises Patrapali,24,,,78,,,51,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Raipur,"New HIG-9, Hirapur/Housing Board
Complex Kabir Nagar",31,,,86,,,51,
,,M/S Wool Worth India Pvt. Ltd. Sarora,38,,,87,,,55,
"Dadra &
Nagar Haveli
and Daman &
Diu","Baldevi (Dadra &
Nagar Haveli)","Baldevi Village, Athola, Dandul Faliya,
Teh:Dadra & Nagar Haveli",33,,,96,,,68,
,Silvassa,"Khadoli Industrial Area, Khadoli",50,,,125,,,96,
,,"Chetan Guest House, Near Post Office,
Piperia, silvassa Char Rasta",45,,,126,,,90,
,Daman,"Prima Plastic, Kadaiya Industrial Area,
Kadaiya",40,,,123,,,92,
,,"Mashal Chawk, Nani Daman",33,,,100,,,78,
,Patlara (Daman),"Makat Faliya/ Ambavadi, Patlara Village,
Moti Daman Teh:Daman",31,,,78,,,64,
Delhi,Delhi,"ITO, BSZ Marg
Janakpuri","30
44",,,"527
781",,,"128
225",
,,Nizamuddin,63,,,508,,,228,
,,Pritampura,46,,,953,,,234,
,,Shahadra,34,,,814,,,179,
,,Shahzada Bagh,54,,,557,,,213,
,,Siri Fort,24,,,425,,,153,
Goa,Amona,"Amona, Bicholim",35,,,81,,,57,
,Assanora,"Assanora Junction, Bardez",33,,,82,,,56,
,Bicholim,Bicholim,39,,,91,,,60,
,Codli,"Codli Tisk, Ponda, Sanguem",38,,,103,,,56,
,Cuncolim,Cuncolim,45,,,96,,,66,
,Honda,"Honda Junction, Sattari",39,,,94,,,62,
,Kundaim,Kundaim Industrial Estate,33,,,90,,,61,
,Mapusa,Mapusa town,8,,,85,,,40,
,Margao,Margao Town,37,,,85,,,56,
,Mormugao,"MPT Quarters Baina (earlier Fire Brigade
Station, Port Trust)",15,,,113,,,49,
,Panaji,"Old GSPCB premises, Patto",15,,,193,,,56,
,Ponda,Ponda Town,38,,,85,,,57,
,Sanguem,"Near Railway Station at Kalem, Sanguem",38,,,83,,,55,
,Tilamol,"Quepem, Tilamol",37,,,106,,,65,
,Tuem,Tuem Industrial Estate,37,,,80,,,55,
,Usgao,"Usgao Plae, Junction, Ponda",43,,,104,,,64,
,Vasco,"Fuse Call Office, Mormugao",19,,,179,,,61,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",35,,,172,,,108,
,,Cadilla Bridge Narol,30,,,131,,,102,
,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",35,,,176,,,93,
,,"Reliable Products, 61/62 Ilaben
estate,PiranaDump Site,Narol (previous
Dyno Wash)",57,,,317,,,137,
,,L.D. Engg. College,29,,,135,,,80,
,,"Shardaben Hospital, Saraspur",38,,,130,,,98,
,,"R.C. Technical High School, Mirzapur",36,,,167,,,101,
,,"AZL Behrampura, Ahmadabad",36,,,190,,,92,
,Anklesvar,Rallis India Ltd.,38,,,127,,,94,
,,"Durga Traders, Bhavanafarm Society",34,,,120,,,89,
,Jamnagar,Fisheries Office,27,,,218,,,92,
,Rajkot,Nr. Sardhara Industrial Corporation,30,,,217,,,107,
,,GPCB Regional Offce,27,,,172,,,87,
,Surat,S.V.R. Engg. College,35,,,163,,,93,
,,"B.R.C. High School, Udhna",42,,,181,,,114,
,,Near Air India Office,36,,,144,,,93,
,Vadodara,"GPCB Office, Geri Vasahat",28,,,121,,,78,
,,"Sterling Gelatin Guest House, Vill-
Karakhadi Padia",35,,,116,,,88,
,,Dandia Bazaar,27,,,187,,,96,
,,CETP Nandesari,37,,,205,,,104,
,Vapi,"GEB, IIIrd Phase, GIDC",34,,,161,,,105,
,,"Vapi Nagar Palika, Vapi",28,,,109,,,76,
"Himachal
Pradesh",Baddi,"Housing Board
Regional Office","48
27",,,"179
121",,,"108
59",
,Damtal,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Old Road,22,,,137,,,59,
,Dharamshala,Kotwali Bazar Dharamshala,14,,,75,,,39,
,,"Daari, Dharamshala",11,,,108,,,40,
,Kala Amb,Kala Amb Industrial Area,48,,,179,,,95,
,,Kala Amb Town/Trilokpur,30,,,104,,,58,
,Manali,"Nehru Park, Manali, Kullu",9,,,72,,,35,
,,"HPSPCB, Hadimba Road, Manali, Kullu",8,,,103,,,27,
,Nalagarh,Durga Mata Mandir (Municipal Council),34,,,141,,,86,
,Paonta Sahib,Paonta Sahib,25,,,150,,,68,
,,Gondhpur Industrial Area,30,,,134,,,81,
,Parwanoo,"Regional Office, Sector- 4",11,,,114,,,45,
,,Asst. Commissioner Building Sector I,25,,,78,,,46,
